8.781709;8.769507;7.149132;7.146772;7.484931;7.470794;6.336826;6.318968;7.712891;7.579168;8.018625;8.011355;7.937732;7.863651;7.756623;7.755339;8.337588;8.308938;0.940983;0.000000;2.000000;2.000000;0.000000;2.000000;2.000000;13.013336;8.469892;14.868454;
8.460199;8.438799;7.659172;7.657283;6.552508;6.548219;5.983936;5.942800;5.513429;5.459586;8.120886;8.117611;6.516193;6.514713;8.131824;8.075893;7.022868;7.021084;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;1.000000;12.805547;8.428799;14.698562;
8.185629;8.160233;7.706163;7.659172;5.758902;5.720312;6.630683;6.470799;5.799093;5.793014;7.870548;7.836765;6.915723;6.882438;8.023880;7.961370;6.502790;6.486161;0.940983;1.000000;1.000000;0.000000;0.000000;2.000000;2.000000;12.771191;8.425297;14.671766;
7.290293;7.195187;5.826000;5.537334;5.746203;5.746203;5.986452;5.888878;5.793014;5.598422;6.502790;6.453625;6.684612;6.530878;6.639876;6.519147;6.486161;6.455199;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;2.000000;12.441090;8.630700;14.503460;
7.693026;7.577122;5.627621;5.613128;6.882438;6.879356;5.683580;5.332719;6.084499;5.926926;7.104144;7.103322;6.591674;6.424869;6.511745;6.349139;7.327123;7.230563;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;1.000000;12.647767;8.577912;14.624213;
7.776115;7.724005;6.728629;6.728629;6.204558;6.202536;6.473891;6.107023;6.045005;5.852202;7.189168;7.189168;6.978214;6.716595;7.275172;7.216710;6.837333;6.812345;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;2.000000;12.665514;8.565793;14.633008;
7.627544;7.552762;5.749393;5.634789;6.408529;6.175867;6.317165;6.317165;6.073044;6.037871;6.870053;6.663133;6.894670;6.888573;6.876265;6.860664;6.968851;6.857514;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;2.000000;12.653792;8.489822;14.602653;
7.449498;7.401231;6.091310;6.003887;6.093570;6.042633;5.924256;5.828946;5.857933;5.857933;6.875232;6.790097;6.622736;6.603944;6.703188;6.610696;6.727432;6.701961;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;1.000000;12.581876;8.502892;14.555561;
7.226209;7.206378;5.834811;5.796058;5.717028;5.707110;5.937536;5.899898;5.894403;5.894403;6.453625;6.419995;6.608001;6.597146;6.565265;6.514713;6.501290;6.498282;0.940983;1.000000;1.000000;2.000000;0.000000;2.000000;2.000000;12.606431;8.476580;14.565077;
7.527256;7.474205;6.142037;5.993961;6.061457;5.921578;6.056784;6.040255;6.066108;6.028278;6.856462;6.709304;6.834109;6.820016;6.813445;6.797940;6.827629;6.720220;0.940983;1.000000;1.000000;2.000000;1.000000;2.000000;1.000000;12.515750;8.571871;14.532052;
7.246368;7.244942;6.033086;6.025866;5.634789;5.594711;5.602119;5.598422;5.758902;5.755742;6.514713;6.487684;6.559615;6.559615;6.533789;6.532334;6.342122;6.333280;0.940983;1.000000;1.000000;1.000000;0.000000;2.000000;2.000000;12.548953;8.607582;14.566086;
7.538495;7.401842;6.396930;6.011267;5.886104;5.863631;6.380123;5.799093;5.648974;5.587249;6.865891;6.801283;6.839477;6.566672;7.095064;6.643790;6.513230;6.513230;0.940983;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;12.509483;8.650499;14.554619;
7.443079;7.441907;6.104793;6.104793;6.098074;6.061457;6.135565;6.037871;5.958425;5.942800;6.793466;6.788972;6.699501;6.668228;6.862758;6.849066;6.735780;6.735780;0.940983;1.000000;1.000000;1.000000;1.000000;1.000000;2.000000;12.547476;8.658866;14.582368;
7.186901;7.167809;5.525453;5.521461;5.768321;5.762052;5.996452;5.942800;5.568345;5.416101;6.383507;6.376727;6.570883;6.458338;6.532334;6.530878;6.426488;6.345636;0.940983;1.000000;2.000000;1.000000;1.000000;2.000000;2.000000;12.409944;8.556606;14.457048;
7.153834;7.153052;5.703783;5.703783;5.929589;5.908083;5.384495;5.342334;5.451038;5.451038;6.538140;6.529419;6.246107;6.230482;6.248043;6.244167;6.562444;6.562444;0.940983;1.000000;2.000000;2.000000;1.000000;2.000000;2.000000;12.539361;8.407601;14.497449;
7.155396;7.134094;5.572154;5.564520;5.726848;5.723585;5.771441;5.631212;5.723585;5.583496;6.375025;6.369901;6.526495;6.304449;6.440947;6.421622;6.416732;6.393591;0.940983;1.000000;1.000000;1.000000;1.000000;0.000000;2.000000;12.366498;8.647695;14.462840;
7.644919;7.638680;6.234411;6.234411;6.541030;6.501290;5.860786;5.843544;5.846439;5.700444;7.185387;7.133296;6.530878;6.505784;6.860664;6.836259;6.958448;6.957498;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;1.000000;12.545757;8.688959;14.591660;
7.580189;7.564239;6.270988;6.244167;6.526495;6.278522;5.973810;5.869297;5.852202;5.808143;7.082549;6.980076;6.548219;6.514713;6.766191;6.766191;6.953684;6.907755;0.940983;0.000000;2.000000;2.000000;1.000000;2.000000;1.000000;12.642888;8.604654;14.629019;
7.677864;7.649216;6.480044;6.115892;6.047372;6.047372;6.306275;6.194406;6.300786;6.295266;6.976348;6.861712;7.050123;7.039660;7.064759;6.875232;6.892642;6.892642;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;1.000000;12.678807;8.544225;14.636086;
7.458763;7.456455;5.823046;5.771441;5.869297;5.869297;5.991465;5.986452;6.033086;6.021023;6.538140;6.523562;6.797940;6.796824;6.792345;6.777647;6.739336;6.739336;0.940983;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;12.673489;8.449556;14.605717;
8.531293;8.522380;7.304516;7.266129;7.471363;7.412764;6.075346;6.068426;6.687109;6.687109;8.232174;8.200288;7.176255;7.174724;7.625107;7.618742;7.945201;7.922261;0.940983;0.000000;2.000000;2.000000;1.000000;1.000000;1.000000;12.951888;8.456381;14.817408;
8.621553;8.596744;7.297768;7.050123;6.735780;6.487684;7.645876;7.585281;7.015712;7.013016;7.757479;7.559559;8.074649;8.069968;8.179761;8.173293;7.578146;7.542213;0.940983;0.000000;2.000000;2.000000;1.000000;0.000000;1.000000;12.859904;8.502892;14.757739;
8.173575;8.168487;6.107023;6.104793;6.447306;6.406880;6.091310;6.089045;6.907755;6.901737;6.983790;6.977282;7.512618;7.509883;7.315884;7.313221;7.590852;7.562161;0.940983;1.000000;1.000000;0.000000;1.000000;1.000000;2.000000;12.775633;8.571871;14.713382;
9.259130;9.259130;7.167038;7.146772;6.905753;6.888573;7.410347;7.264030;8.626944;8.459140;7.994632;7.935229;8.908154;8.897408;8.029433;7.942718;8.818482;8.762646;0.940983;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;13.013680;8.446127;14.863711;
7.509883;7.483244;6.144186;6.115892;6.371612;6.194406;5.894403;5.831882;5.746203;5.700444;7.005789;6.935370;6.539586;6.539586;6.753438;6.753438;6.778785;6.689599;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;2.000000;12.605087;8.483223;14.566059;
7.447751;7.444833;6.054440;6.052089;5.872118;5.866468;5.852202;5.852202;6.228511;6.084499;6.618739;6.614726;6.766191;6.736967;6.705639;6.704414;6.721426;6.690842;0.940983;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;12.670548;8.294300;14.563677;
6.993933;6.993933;5.484797;5.463832;5.568345;5.533390;5.823046;5.820083;5.583496;5.533390;6.171700;6.171700;6.408529;6.390241;6.361302;6.361302;6.238325;6.238325;0.940983;1.000000;1.000000;0.000000;1.000000;0.000000;2.000000;12.457893;8.418257;14.443578;
7.504942;7.492760;5.655992;5.645447;5.983936;5.918894;5.978886;5.866468;6.510258;6.504288;6.566672;6.529419;6.978214;6.978214;6.553934;6.470799;6.986567;6.984716;0.940983;1.000000;2.000000;1.000000;1.000000;1.000000;1.000000;12.600642;8.525360;14.575444;
7.880805;7.854381;6.408529;6.388561;6.242223;6.240276;6.648984;6.559615;6.421622;6.415097;7.362645;7.317213;7.284135;7.237778;7.237778;7.162397;7.116394;7.112328;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;1.000000;12.762698;8.493105;14.682744;
8.748622;8.745762;6.324359;6.317165;7.655864;7.653020;6.962244;6.784457;6.643790;6.643790;8.085178;8.083945;7.737616;7.724447;7.474772;7.406711;7.878155;7.878155;0.940983;1.000000;0.000000;1.000000;1.000000;1.000000;1.000000;12.876176;8.479907;14.764501;
7.823246;7.823246;6.428105;6.421622;6.666957;6.650279;5.831882;5.826000;6.326149;6.253829;7.275865;7.264730;6.938284;6.931472;6.837333;6.837333;7.358194;7.358194;0.940983;1.000000;1.000000;2.000000;1.000000;1.000000;0.000000;12.621812;8.568836;14.603399;
8.946244;8.875707;7.253470;7.207119;7.026427;7.026427;7.346010;7.344719;7.419381;7.179308;8.157944;8.135347;8.154213;8.016977;8.069968;8.023880;8.109526;8.045268;0.940983;1.000000;1.000000;1.000000;1.000000;2.000000;1.000000;12.890270;8.547335;14.791587;
